what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350731858850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350731947084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350731949968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350731975364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350731979056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350732000492
error,log,,,"activity_main.xml: Dimension ""50"" in attribute ""layout_height"" is missing unit!",1350732002493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732015935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732018222
error,log,,,"activity_main.xml: Dimension ""50"" in attribute ""layout_height"" is missing unit!",1350732018306
error,log,,,"activity_main.xml: Dimension ""50"" in attribute ""layout_height"" is missing unit!",1350732044585
error,log,,,"activity_main.xml: Dimension ""50"" in attribute ""layout_height"" is missing unit!",1350732054210
error,log,,,"activity_main.xml: Dimension ""50"" in attribute ""layout_height"" is missing unit!",1350732061920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732090830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732103131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732112665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732118126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732129720
error,log,,,"activity_main.xml: Dimension ""68"" in attribute ""layout_height"" is missing unit!",1350732130703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350732202082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350732202419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350732202697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732205031
error,log,,,"activity_main.xml: Dimension ""68"" in attribute ""layout_height"" is missing unit!",1350732209556
error,log,,,"activity_main.xml: Dimension ""68"" in attribute ""layout_height"" is missing unit!",1350732209560
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1350732212052
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1350732212102
error,log,,,"activity_main.xml: Dimension ""68"" in attribute ""layout_height"" is missing unit!",1350732223365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732237658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732239932
error,log,,,"activity_main.xml: Dimension ""68"" in attribute ""layout_height"" is missing unit!",1350732240043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350732252552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350732254788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350732256168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732261872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732263696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732274943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732315397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732317025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732318199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732380805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732414262
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350732416432
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350732428311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350732431274
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350732432775
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350732439212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350732442029
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1350732444164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732459351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732463821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732466959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732529338
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1350732530665
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350732532421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350732534806
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1350732539356
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1350732544071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732565305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732571929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350732584022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732586862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732593014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732610191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732612777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732620624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732627545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732642519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732653297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732655323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732663463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732676961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732678961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350732685174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732697263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732712508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732712644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732718077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732778681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350732864699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732903858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732904457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732904821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350732906986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733016059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733345091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733363200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733413883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733421992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733448773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733450448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733460463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733498780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733500206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733506837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733510126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733527363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733537091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350733609889
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350733611659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733618488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350733706917
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1350733710170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350733722838
