what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739499975
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350739505217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739518795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739523831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350739538793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350739541184
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1350739555467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739563459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739570964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739590019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739596589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350739629776
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350739644904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739667460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739806012
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350739807423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350739814915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350739817335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350739827276
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1350739829591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350739848102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739858456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739867465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739876552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739878388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739884136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739904725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739906409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739936603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350739939001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740074264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740080116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740081456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740086310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740088336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740089087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350740094468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350740103364
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740111626
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740111865
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740112053
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740112225
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740112393
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740112561
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740113198
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350740113584
